Altitude,Speed,Battery,Wind Speed,GPS Signal,Obstacle Distance,Motor Health,IMU Stability,Temperature,Crash
187,38,30,6,-83,1,63,0.768736515436666,11,0
209,45,13,17,-83,44,51,0.2849575192508871,57,0
93,11,79,20,-64,33,81,0.3152780951018712,28,0
247,49,5,1,-56,14,55,0.9262637215387086,59,0
51,1,71,5,-52,47,92,0.9849564459519029,51,0
34,40,93,8,-75,37,85,0.05897746777602286,38,0
87,18,27,4,-79,36,85,0.7657856939368535,20,0
293,13,22,11,-79,14,58,0.25815934826512044,35,0
166,39,14,0,-64,46,80,0.26228023010122103,54,0
240,42,2,3,-59,19,59,0.49118021713346716,38,0
117,13,29,17,-88,30,85,0.7287145490172234,49,0
275,9,4,2,-41,45,61,0.9725888330855431,21,0
272,12,49,12,-53,2,52,0.5326097943264985,53,0
62,31,61,2,-93,43,94,0.821167129044265,23,0
254,2,92,20,-91,15,55,0.5675672703850704,40,1
171,25,56,14,-92,12,92,0.6874226176361729,32,0
233,40,26,7,-77,16,86,0.6490675888896738,17,0
257,13,75,9,-60,44,64,0.4620461313036681,45,0
189,6,34,4,-80,35,84,0.9745448597848922,17,0
246,27,17,14,-58,33,87,0.29233103945408945,53,0
61,36,11,15,-89,22,73,0.7280967019082442,38,0
215,41,33,3,-44,1,97,0.17199724698011865,28,0
267,10,29,9,-70,19,78,0.9166978280277776,55,0
119,24,61,15,-53,20,71,0.11550876206395722,58,1
141,5,96,14,-71,33,68,0.1732175902194063,26,0
297,47,83,11,-64,25,95,0.41589027027037606,14,0
297,32,80,9,-50,40,50,0.20925737592686233,52,0
173,41,69,15,-85,48,87,0.06753895271627741,43,0
38,8,86,20,-58,26,78,0.26059960148163064,43,0
254,45,26,3,-99,25,84,0.6526465677583857,34,0
67,23,93,3,-65,29,59,0.05819199230006733,43,0
239,6,16,0,-53,46,93,0.12685654869485885,50,0
195,12,75,18,-46,37,53,0.967124887320858,11,0
162,4,59,4,-84,1,82,0.8529742959598136,59,0
207,40,14,18,-98,42,86,0.230050203371425,24,0
281,5,18,24,-70,12,62,0.2015109663575987,59,0
228,9,60,11,-51,21,85,0.7601376321942255,29,0
274,3,78,14,-71,23,79,0.9405534310906232,49,0
279,3,3,7,-61,19,94,0.34653793212592576,20,0
87,11,60,8,-54,19,81,0.5632915066377886,35,0
130,8,7,6,-77,3,83,0.4875628117454732,19,1
190,46,28,11,-85,31,74,0.4755171895909752,51,0
296,11,19,18,-77,28,76,0.7990271445352365,28,0
220,16,83,12,-91,7,65,0.33531890561676114,16,0
34,9,88,22,-57,40,70,0.5766873665576656,51,0
58,14,53,14,-93,41,65,0.5388535156813692,10,0
204,36,61,6,-56,34,51,0.3426691157527718,57,0
247,20,3,22,-79,26,71,0.3688025223909873,43,0
116,9,22,9,-64,28,75,0.07707291544248351,13,0
261,26,21,24,-41,36,55,0.2071057229620561,44,0
109,22,26,6,-64,41,66,0.6808557175922533,28,0
271,11,59,16,-79,27,76,0.9354962285190991,27,0
226,32,44,3,-70,3,71,0.35799790591162306,35,0
135,2,42,0,-48,12,84,0.4207595860319747,46,0
103,21,37,9,-88,37,76,0.7843038660177039,58,0
284,45,72,20,-77,10,70,0.8258850212380305,59,0
230,21,65,18,-94,49,85,0.9081138350700908,17,0
225,15,7,11,-47,7,89,0.6647662411035171,56,0
27,36,94,20,-57,9,91,0.4100811579867879,10,0
98,13,30,15,-53,35,51,0.8684707438989112,31,0
218,12,85,19,-81,29,78,0.8425703114684218,59,1
299,48,56,11,-66,7,86,0.13499279658342156,32,0
73,30,24,21,-77,7,76,0.10777047053957522,53,0
234,46,36,5,-66,3,69,0.18270733469258038,21,0
42,36,57,20,-73,1,57,0.8485312099101623,29,0
289,35,16,13,-52,16,84,0.7512213917305638,25,1
93,19,76,19,-53,30,77,0.7092166830215473,25,0
206,34,7,9,-70,17,68,0.1741143959228556,48,0
247,32,31,19,-74,19,97,0.6542298272279177,32,0
70,24,42,3,-80,32,68,0.38470853293018836,14,0
41,21,13,2,-45,31,65,0.19391597700042162,27,1
174,19,8,15,-78,13,87,0.42378652946620976,48,0
170,17,28,7,-52,47,73,0.48138034868888546,46,0
284,1,61,18,-89,39,88,0.6571089402293634,33,0
104,29,62,3,-49,29,57,0.8537617889977799,59,0
233,9,39,11,-53,43,52,0.23136427895501532,59,0
242,3,18,5,-76,5,90,0.2180699344174265,21,0
233,18,46,11,-74,38,89,0.42565352671449574,41,0
55,39,26,2,-100,20,67,0.2015942824950796,21,0
140,49,36,12,-44,9,82,0.1234385795320081,14,0
240,19,7,23,-59,34,87,0.7506226282270979,45,0
188,19,38,0,-93,3,93,0.4468931877338348,18,0
83,30,41,4,-83,15,97,0.6512603272178842,47,0
276,25,30,13,-61,49,58,0.34025591843307035,31,0
26,36,19,3,-41,33,86,0.8055961582843202,17,0
222,42,39,9,-44,22,62,0.9504553367035927,34,0
197,8,96,14,-89,35,66,0.3055243284025406,22,0
292,19,65,16,-41,22,60,0.5617772647148019,25,0
49,49,78,2,-68,32,52,0.3783306637778202,39,0
264,38,41,12,-91,7,68,0.9942864879071922,18,0
63,14,75,21,-42,29,75,0.9052259262424778,44,0
264,25,71,4,-65,15,87,0.8425909916878876,11,0
267,39,36,0,-46,6,90,0.21606101663900157,22,0
11,28,44,7,-57,10,51,0.48970593084230096,26,1
60,44,1,8,-67,15,61,0.5868691177028594,28,0
117,30,75,5,-100,46,54,0.35268678453473656,49,0
103,34,34,11,-95,39,79,0.9857252151267302,37,0
61,20,58,13,-83,14,82,0.504824734238986,14,0
218,47,94,11,-81,45,82,0.3799997317792514,14,0
156,5,85,13,-62,36,54,0.4078998903892195,44,0
42,24,64,20,-97,48,68,0.7655859179224515,37,0
78,49,90,13,-94,17,76,0.6556803884032131,45,0
103,2,7,16,-83,43,52,0.6533798347399572,20,0
271,1,85,11,-67,18,77,0.20769510189514162,47,0
239,35,59,20,-96,27,74,0.6600102129024326,54,0
267,30,78,2,-68,34,56,0.8387122697583579,33,0
33,21,32,20,-43,23,70,0.7444428098006663,45,0
174,43,58,1,-76,34,97,0.6545274097995901,33,0
39,2,98,2,-51,24,79,0.41283532612239127,31,0
83,19,90,6,-81,26,71,0.5970380099194807,55,0
111,21,76,24,-93,32,61,0.21254951834502434,15,0
259,20,6,6,-41,13,89,0.534606295740757,11,0
158,6,78,22,-44,49,74,0.1847634606141304,58,0
147,30,99,21,-53,39,50,0.8074994786924844,14,0
38,12,45,16,-85,10,85,0.2115147298231017,11,0
48,48,84,15,-57,7,88,0.027678643909788914,17,0
184,45,35,17,-49,43,72,0.6512796238509213,28,0
40,1,62,18,-76,39,89,0.6355531636079373,35,0
11,30,94,19,-78,40,61,0.5747944020977763,22,0
214,23,41,7,-70,24,62,0.46433281312499974,53,0
58,41,94,22,-82,38,71,0.2923213636779828,45,0
272,23,12,5,-86,47,55,0.4174872329768261,57,0
181,49,83,12,-53,15,93,0.44737498705204004,57,0
236,45,73,20,-70,33,59,0.7688546033905324,45,0
80,19,45,24,-91,41,69,0.005700562030320322,36,0
263,38,29,21,-48,29,64,0.49206300007510884,59,0
51,6,54,21,-63,21,81,0.8073590249087381,29,1
299,4,87,17,-46,26,70,0.6128565076579469,45,0
45,34,81,9,-88,43,85,0.7792227427852892,59,0
50,2,90,13,-95,7,67,0.435541991804302,17,0
105,36,50,16,-47,15,88,0.0435141079462007,42,0
31,28,58,24,-98,47,81,0.7327763019772855,25,0
223,22,23,1,-100,22,59,0.0891958769287523,57,0
134,11,48,0,-52,2,87,0.5141000555978663,55,0
10,4,20,16,-90,7,80,0.6617943822389258,54,0
241,32,2,20,-80,44,50,0.2732909117541328,44,0
110,3,61,5,-91,11,52,0.5490137656197562,30,0
167,17,71,4,-49,45,54,0.4499553920012518,56,0
178,28,22,14,-41,6,57,0.1304607480225224,33,1
214,7,45,22,-87,7,75,0.1485919341113584,38,0
265,46,43,18,-93,1,68,0.9545559823409259,59,0
255,16,14,11,-59,49,61,0.2179380717085675,30,0
20,48,74,2,-48,15,64,0.5353247350282134,25,0
254,24,64,17,-42,10,54,0.24152257399514077,38,1
196,1,68,14,-64,34,59,0.4188576115828152,47,0
273,16,96,4,-88,33,88,0.5666518410522454,33,0
198,21,86,7,-88,21,99,0.8293204892814966,17,0
40,11,36,6,-80,48,81,0.5156932686433463,58,0
50,10,33,2,-74,41,64,0.24451892212321136,21,0
87,28,21,2,-71,4,94,0.2364979810016118,49,0
70,38,29,8,-79,18,91,0.8016627595117627,16,0
191,26,18,7,-45,39,94,0.36330762117043724,23,0
203,49,73,3,-66,34,53,0.31129908365200354,45,0
86,35,63,16,-91,21,64,0.39371840721409956,14,0
112,37,19,3,-91,44,51,0.8452005495328951,11,0
123,18,57,22,-55,28,65,0.1264700676423105,52,0
144,18,93,21,-84,28,82,0.4234806021081029,45,0
246,42,46,15,-89,47,93,0.2759323889378382,47,0
139,7,28,14,-83,5,57,0.6770364056880295,21,0
226,16,26,16,-64,31,70,0.6671504846415814,15,0
62,9,74,19,-78,25,74,0.22262778912108971,43,0
11,20,95,9,-44,25,81,0.5621764292417478,45,0
186,38,97,15,-50,33,52,0.1261510406221078,54,0
51,8,94,23,-42,36,72,0.09683517230177097,46,0
203,34,30,14,-85,28,67,0.21956496285695537,51,0
247,22,62,16,-46,32,71,0.02751796484535063,13,0
72,35,25,20,-52,25,72,0.24678967787802375,44,0
92,31,80,22,-91,3,81,0.17211144996042027,12,0
158,46,88,16,-48,19,80,0.7725695816818782,31,0
267,45,66,20,-59,22,86,0.7135805495248222,25,0
56,29,62,0,-63,40,69,0.3053195593530508,30,0
15,14,21,8,-58,9,90,0.863171659433827,42,0
85,19,75,4,-65,17,80,0.07508544138862205,31,0
159,41,60,5,-56,22,92,0.3225298952128576,45,0
244,32,27,3,-44,26,88,0.9973643235830332,43,0
223,7,88,14,-51,9,77,0.78168576566513,55,0
278,36,25,8,-96,8,75,0.930491586649002,15,0
286,42,4,0,-85,17,56,0.71620662101081,15,0
26,39,59,7,-89,39,68,0.7579040361423163,32,0
187,28,38,7,-87,41,69,0.6766598310996751,14,0
209,46,67,23,-55,28,72,0.3966455902741277,46,0
247,17,22,0,-77,26,57,0.1328484166730436,34,0
162,22,27,22,-79,18,89,0.5513043353081893,24,0
272,26,78,11,-79,31,55,0.7294047002791124,34,0
70,37,60,16,-43,12,57,0.6562710619786285,47,0
17,13,5,11,-42,16,69,0.708622247174339,47,0
185,38,18,16,-69,34,91,0.9529440431849661,45,0
104,5,57,3,-48,10,99,0.598696755530116,38,0
296,39,62,18,-94,3,53,0.6194016731256724,51,0
232,4,89,24,-96,29,52,0.9298928137092176,31,0
232,11,22,6,-41,40,99,0.7348049511296879,11,1
163,9,3,9,-75,5,62,0.004321047836217229,29,0
96,33,80,19,-59,45,82,0.8160937737005977,56,0
82,9,19,1,-85,37,68,0.21288647275867167,48,0
85,4,25,16,-56,48,92,0.006853275597559105,11,0
157,39,10,10,-79,34,90,0.5980535552456578,20,0
34,43,24,12,-97,12,74,0.12651252574737704,20,0
61,41,88,0,-88,19,88,0.5129817015878784,34,0
131,16,50,16,-90,1,66,0.6775381167739646,26,0
114,13,31,13,-59,34,91,0.12078315620014879,32,0
187,23,68,21,-81,48,75,0.14655401839225168,50,0
63,9,79,5,-67,31,94,0.7706506941357125,42,1
274,15,1,10,-79,24,91,0.33151210071352455,33,0
278,18,24,12,-91,19,90,0.8016984973030555,58,1
40,33,28,2,-98,23,79,0.2686029185937321,34,0
56,25,59,1,-94,8,89,0.40458895411265494,14,0
204,28,86,20,-57,13,72,0.8885472754412204,28,0
22,21,23,21,-100,48,65,0.06590727923666351,59,0
133,6,21,3,-60,43,93,0.6222980872034903,51,0
17,23,82,7,-57,30,85,0.42247325042767725,51,0
235,40,93,8,-97,29,71,0.11631384440208548,47,0
36,40,95,6,-58,18,63,0.09211023522859363,36,0
86,18,99,6,-71,19,54,0.8003864449461509,23,0
53,49,90,8,-95,6,74,0.43320470866509897,37,0
97,24,29,21,-50,23,79,0.8936940867067652,32,0
20,45,90,11,-46,46,65,0.12032941886037762,19,0
266,26,83,19,-44,21,67,0.1317377226459826,23,0
52,18,70,12,-88,6,73,0.8857586261499715,18,0
70,44,87,16,-44,40,99,0.14140310385372978,38,0
25,22,69,5,-82,27,98,0.41674052803681616,53,0
286,2,38,11,-93,19,63,0.7401109869319925,50,0
151,34,98,8,-63,41,85,0.13838362024777495,51,0
22,23,32,6,-91,3,92,0.7404849215134799,56,0
52,48,60,12,-58,46,92,0.9300181566916204,15,0
237,41,34,23,-41,39,81,0.3964153463702862,22,0
170,24,39,20,-57,35,68,0.9437601696208612,53,0
298,38,62,14,-72,18,57,0.3617745905345412,58,0
91,19,27,7,-54,27,71,0.44118134293755895,15,0
65,22,8,23,-97,49,87,0.4826765938551345,20,0
73,1,74,5,-44,15,52,0.5575055030585226,57,0
152,14,22,2,-82,14,66,0.2233596349228505,18,0
287,18,11,6,-72,7,93,0.0839432613149298,21,0
86,12,50,16,-59,13,67,0.11856816930748937,35,0
276,28,54,20,-97,1,88,0.060809460152257966,55,0
289,47,73,12,-55,43,98,0.39277517181175015,45,0
173,47,82,18,-64,17,90,0.04806026951762743,19,0
272,16,25,4,-85,21,74,0.9747342174087709,46,0
170,33,84,2,-91,27,80,0.2913618552291053,56,0
38,27,88,11,-48,33,74,0.19077431354543573,42,0
127,17,92,19,-64,10,60,0.0660079635881109,25,0
142,18,66,9,-86,33,79,0.4534262102860298,52,0
250,14,5,20,-57,5,90,0.7910768628981854,36,0
290,30,65,21,-96,5,63,0.03792232721889821,11,0
148,31,26,21,-56,47,97,0.08240411757759425,26,1
115,1,76,22,-72,37,52,0.024714400443232143,36,0
198,12,5,8,-55,12,71,0.8104488638112392,24,1
82,48,11,14,-93,14,86,0.8870475981515645,54,0
18,42,47,18,-94,39,67,0.45363659125750766,14,0
47,27,20,1,-85,48,71,0.11449027074750184,10,0
105,42,68,5,-44,33,85,0.12437481488987856,54,0
148,4,61,9,-42,30,92,0.36030984228236884,13,0
39,48,33,20,-73,21,51,0.9685287415811258,52,0
82,47,77,22,-76,43,70,0.8744512095830639,25,0
182,27,26,17,-67,46,53,0.4455770856223735,54,0
299,39,60,24,-96,40,85,0.1897814658273438,17,0
156,45,91,5,-62,11,50,0.8725035884442045,52,0
47,49,69,7,-69,39,71,0.7682024789812358,42,0
91,27,61,20,-89,25,91,0.4093652666294766,35,0
65,25,49,17,-66,7,77,0.8023991646422788,57,0
138,10,22,8,-69,33,56,0.5443941069216569,19,0
147,16,50,3,-57,15,71,0.042986258948105704,19,0
34,34,40,21,-95,28,63,0.8602304667703133,42,0
206,3,25,6,-68,29,97,0.7009888890870127,46,0
216,45,21,2,-91,48,71,0.8615350411179137,20,0
77,20,83,9,-47,1,56,0.09399942943565676,45,0
12,17,58,20,-95,19,87,0.9213119842311791,45,0
148,29,23,21,-82,48,60,0.24690621437566485,53,0
169,38,16,20,-53,23,79,0.4116927351986953,30,0
42,44,5,14,-96,22,74,0.7672434162689579,10,0
65,33,51,6,-64,43,81,0.30839807736580815,44,0
276,20,54,19,-74,9,59,0.0511381631003871,29,0
258,37,84,4,-52,18,74,0.6885425797673183,28,0
149,14,73,22,-62,13,64,0.6531940370709519,37,0
131,4,92,18,-100,35,84,0.3219197042022408,18,1
184,14,47,15,-95,10,58,0.6511345856361176,50,0
215,7,68,22,-45,34,74,0.8220947523931913,28,0
106,3,78,20,-64,10,83,0.5490281573554158,23,0
76,17,70,3,-100,1,84,0.8339659946844368,16,0
46,14,10,0,-75,1,78,0.28878326082385464,50,0
34,15,76,20,-80,34,65,0.08369966969423559,13,0
178,9,3,19,-77,24,82,0.9180638214308976,31,0
142,18,82,12,-92,29,87,0.7892132815504683,15,0
33,34,34,7,-74,31,96,0.13625487703261252,20,0
121,41,92,16,-51,39,55,0.3607284036956073,21,0
35,36,54,19,-71,23,90,0.9823686087050325,25,0
36,12,54,13,-86,31,52,0.8003596109715811,13,0
30,17,79,23,-100,26,82,0.20669823967730117,51,0
114,21,4,20,-65,4,78,0.5208514542562178,33,1
208,4,20,2,-64,9,81,0.44091950417869497,25,0
123,33,6,6,-77,27,51,0.37141009920601475,44,0
26,25,92,11,-53,15,89,0.33779325497097523,57,0
211,47,90,6,-65,49,73,0.8956849472813565,38,0
194,21,45,22,-76,18,86,0.577530341246708,39,0
153,29,80,6,-73,30,56,0.6597053966404369,46,0
185,47,43,7,-93,22,71,0.20709179654386756,49,0
213,40,56,13,-80,45,99,0.5390894673739801,38,0
121,1,66,17,-52,36,88,0.4273156203321692,47,0
220,46,21,18,-89,21,74,0.5678478428277047,22,0
291,30,39,2,-67,42,94,0.4268846667419848,48,0
18,26,41,13,-77,31,59,0.313862835921801,32,0
47,23,82,7,-62,32,70,0.26504454355123164,33,0
84,46,72,6,-73,46,79,0.3031254653919191,18,0
98,22,53,24,-99,25,77,0.06614084478691395,58,0
255,12,60,3,-85,4,65,0.06593589292069335,38,0
46,45,71,4,-68,41,57,0.24101110532031833,58,0
284,32,22,0,-55,46,95,0.9365968066802661,44,0
132,16,80,6,-67,21,58,0.017377498586161444,53,0
40,6,67,15,-79,40,79,0.21454067269470178,41,0
258,8,15,2,-47,39,65,0.004022065947882458,30,0
219,19,19,15,-52,11,50,0.4243551800594676,14,0
160,1,12,24,-80,37,92,0.7966091924568787,42,0
290,26,83,11,-44,20,96,0.489650569951931,14,0
73,27,99,0,-77,21,53,0.26544644656022176,14,0
22,6,72,0,-73,8,51,0.5811776713670428,36,0
263,23,10,10,-73,41,80,0.38119471247058323,48,0
158,42,83,13,-63,7,73,0.4760933099904485,10,0
111,48,30,21,-75,4,73,0.07251340558110841,35,0
184,17,6,2,-80,32,80,0.01983743948318839,13,0
69,3,28,6,-60,32,51,0.9041014873875856,36,0
292,38,66,5,-69,38,52,0.6928941032936821,42,0
266,31,70,21,-95,32,66,0.4095099211730384,29,0
54,27,32,1,-70,37,95,0.8575771745572869,11,0
94,38,69,22,-93,18,93,0.2776286832188283,27,0
124,3,24,7,-95,20,56,0.2827557135466917,18,0
113,2,85,15,-55,10,65,0.3207152957673317,53,0
55,1,73,16,-57,21,53,0.3744181561037071,22,1
50,28,56,7,-57,2,84,0.6221502159881798,57,0
76,1,19,10,-83,37,59,0.2638772278415441,33,0
287,7,53,1,-74,3,83,0.9421659914734712,51,0
202,5,46,12,-78,14,56,0.12955172235762547,46,0
156,19,34,19,-57,13,78,0.5839306389013746,53,0
135,5,98,17,-72,3,74,0.34180098210188103,51,0
114,39,26,18,-66,11,83,0.7113468198024472,10,0
105,47,5,15,-82,15,61,0.4097256906880008,14,0
119,46,83,19,-45,44,95,0.1672643661889618,44,1
273,8,64,11,-51,40,79,0.8564771998931001,17,0
61,46,53,3,-57,20,91,0.6405143396770749,11,0
80,22,80,16,-77,25,65,0.2181056493230038,36,0
285,36,90,18,-52,7,65,0.5318735753204465,56,0
44,44,25,7,-55,30,53,0.3431782711534642,26,0
82,28,43,24,-60,18,92,0.631489596857493,18,0
78,48,2,21,-94,11,67,0.006696794968166553,35,0
44,46,31,3,-79,16,59,0.8281864966511477,54,1
234,20,24,16,-44,5,54,0.6274745720542463,17,0
76,47,5,8,-82,13,86,0.8491575963422325,46,0
228,45,19,4,-97,16,64,0.7482246590013404,27,0
103,29,49,1,-48,37,71,0.6936578423543158,49,0
216,23,17,15,-86,28,92,0.11201552390405334,29,0
208,5,34,24,-89,44,57,0.646242388138421,29,0
195,12,6,8,-57,41,95,0.4342952363679421,52,0
103,31,36,14,-81,6,81,0.7652864702871268,18,0
223,28,14,8,-77,49,84,0.35200372010744385,18,0
251,32,36,19,-41,38,58,0.5656523475709543,12,0
95,47,79,23,-86,38,64,0.4674269378266017,15,0
288,41,3,20,-46,5,64,0.5602872647508087,49,0
205,3,85,23,-59,7,56,0.8180424409304954,16,0
73,20,54,10,-52,8,80,0.06575294094567874,17,0
108,37,49,4,-89,5,50,0.3859830991740194,17,0
58,9,13,21,-86,5,72,0.6542637955027918,59,0
207,9,71,12,-93,32,59,0.5657144866088264,35,0
180,3,5,14,-58,42,60,0.6511130925939566,12,0
60,40,95,17,-79,19,99,0.24746493019376126,33,0
43,47,49,8,-50,26,99,0.7228449187517714,32,0
150,41,95,11,-70,42,60,0.4782039409910468,40,0
282,8,87,11,-83,47,85,0.13700697170576837,49,0
58,10,34,14,-66,23,63,0.39765926092245885,13,0
254,6,85,13,-65,25,71,0.25347448137001927,26,0
73,12,97,4,-61,18,93,0.11110390472594589,48,0
237,30,97,13,-73,11,55,0.4219307933892319,32,0
273,21,72,24,-77,34,97,0.5611218691081226,31,0
123,9,81,8,-46,46,92,0.3663712644570223,31,0
274,23,38,6,-85,24,74,0.809714239970846,24,0
137,21,6,6,-94,33,95,0.5508509575038795,55,1
232,45,93,18,-91,38,92,0.7903949786929718,26,0
191,48,85,1,-89,27,93,0.8878429047942347,27,0
125,31,67,3,-45,4,72,0.3381231994487759,20,0
74,33,29,6,-47,19,79,0.2435144311245091,28,0
237,20,47,20,-42,5,83,0.9909698273863844,25,0
171,17,21,11,-84,46,73,0.5694175164490117,18,0
202,47,89,13,-57,26,87,0.634849227276156,17,0
205,19,36,22,-68,46,77,0.5863326437954125,47,0
221,43,20,0,-47,26,90,0.9508977062186914,13,0
178,26,7,18,-75,15,71,0.9371429953704371,55,0
20,9,10,0,-58,16,59,0.12037954220563285,35,0
250,15,29,21,-97,14,55,0.6456699720343305,24,0
194,4,3,12,-83,10,79,0.9576277889341597,21,0
227,7,95,0,-93,42,60,0.6328705144458212,44,0
50,43,69,6,-68,49,80,0.24488379998276266,11,0
138,3,45,18,-76,25,79,0.04907022790245508,56,0
29,36,62,21,-48,12,75,0.6959831555046578,42,0
151,8,99,14,-62,24,58,0.07817255404464096,44,0
219,20,4,11,-91,34,53,0.7977336548339601,50,0
256,24,47,7,-74,32,59,0.2128960315152475,40,0
286,35,78,6,-59,35,95,0.9200253130706408,12,0
193,27,54,16,-42,38,89,0.7421259788288275,14,0
96,29,1,24,-96,11,68,0.9658881081206641,13,0
11,21,17,19,-57,46,59,0.40386422844404846,38,0
13,49,14,0,-54,39,89,0.16822606164565523,26,0
206,19,5,0,-55,25,76,0.2924385234492054,14,0
292,1,30,13,-95,9,62,0.44793091949710684,44,0
103,23,25,15,-87,1,60,0.9013741526457291,42,0
183,32,92,3,-56,45,59,0.26604359074871464,15,0
230,35,70,6,-46,43,70,0.4345974356393283,49,0
235,27,40,3,-97,42,87,0.8780624514846307,16,0
131,26,52,15,-83,27,65,0.234310295735629,22,0
144,17,28,9,-65,41,68,0.7324211310792006,47,0
277,32,57,13,-92,15,58,0.6247940324762686,41,0
51,31,32,12,-87,22,64,0.49394114662614985,38,0
51,35,94,2,-89,44,86,0.41720841848840406,44,0
249,35,13,0,-60,9,99,0.62321268769583,59,1
65,29,71,1,-69,2,85,0.9135651798206388,59,0
27,18,37,19,-59,19,82,0.47025979385486694,10,0
185,48,45,6,-97,30,97,0.7396838488279941,10,0
236,3,91,20,-76,24,80,0.03360386205277288,32,0
210,35,13,19,-97,22,83,0.028520749542249813,37,0
21,29,44,10,-67,42,79,0.3163792358893459,43,0
293,24,86,19,-46,10,51,0.009189622043701995,37,0
211,38,99,7,-57,36,53,0.1787170659377849,53,1
38,22,23,10,-79,3,60,0.8890497833071185,54,0
80,18,12,23,-89,48,52,0.23254073647904416,37,0
132,31,59,2,-81,11,57,0.35687929169877186,59,0
259,39,35,12,-87,14,93,0.8071706821342891,44,0
211,38,42,15,-97,13,67,0.48108711651421565,33,0
272,5,1,17,-92,41,98,0.4315554466396976,57,1
242,17,72,12,-84,25,55,0.41668067266212705,12,0
137,4,22,1,-78,13,74,0.024314353509357067,36,0
190,28,13,16,-99,15,50,0.7950124171602958,59,0
251,29,81,0,-56,48,94,0.9454689602004563,24,0
256,4,57,18,-44,22,56,0.9287472971945433,38,1
166,31,31,3,-71,13,67,0.565350904899523,18,1
270,44,66,15,-78,44,92,0.1264941683281734,56,0
21,15,5,3,-80,38,99,0.16320595772059043,22,0
167,39,7,12,-77,15,78,0.682842690248415,35,0
47,36,82,22,-84,40,84,0.22376568487721127,51,0
298,26,56,24,-73,16,60,0.22750190114857594,22,0
192,32,22,14,-90,3,57,0.5790792809190294,18,0
282,6,87,14,-73,4,52,0.9503482410840882,35,0
177,42,50,12,-52,49,89,0.9021087822632435,14,0
142,39,86,1,-54,4,53,0.844931875556731,16,0
122,8,40,10,-47,5,57,0.19269094542042242,34,0
38,35,19,23,-50,1,80,0.9945209112603612,27,1
131,10,20,1,-44,33,80,0.2940128935173886,13,0
242,7,80,22,-52,18,87,0.996545108523848,54,0
135,46,10,17,-65,29,62,0.71678171334716,53,0
240,49,84,12,-74,25,94,0.468451177980564,47,0
182,23,86,8,-93,31,75,0.8900676347803932,24,0
177,5,21,17,-43,3,61,0.8864514995071404,27,0
143,14,16,24,-73,4,68,0.6159788676502234,21,1
251,17,30,12,-77,20,79,0.003256105128783937,29,0
286,36,18,1,-92,6,74,0.14462251548654703,47,0
292,32,87,9,-81,44,62,0.28259588432646754,55,0
250,38,56,21,-68,48,81,0.39767145278348714,16,0
50,35,71,17,-58,36,75,0.8948288482124219,33,0
245,36,5,21,-94,32,90,0.6629547386866144,39,0
235,2,58,14,-72,1,77,0.1755755670416893,57,0
65,25,53,20,-41,10,69,0.13501649352302458,21,0
